scope,date,name,code,gas_in_storage_twh,working_gas_volume_twh,fill_pct,consumption_gwh_per_day,injection_gwh_per_day,withdrawal_gwh_per_day,net_withdrawal_gwh_per_day,injection_capacity_gwh_per_day,withdrawal_capacity_gwh_per_day,trend_pct,status,full_pct,source
EU,2026-03-25,EU,eu,324.9293,1142.6337,28.44,3519,1325.91,1482.9,157,12197.31,20213.9,-0.01,C,28.44,GIE AGSI+ API v013
EU,2026-03-26,EU,eu,323.2825,1142.6337,28.29,3519,648.19,2286.1,1637.9,12207.56,20249.24,-0.14,C,28.29,GIE AGSI+ API v013
EU,2026-03-27,EU,eu,321.5738,1142.5345,28.15,3519,688.88,2426.9,1738,12238.77,20247.04,-0.15,C,28.15,GIE AGSI+ API v013
EU,2026-03-28,EU,eu,321.0274,1141.0268,28.13,3519,1062.46,1555.7,493.2,12007.11,19905.36,-0.05,E,28.13,GIE AGSI+ API v013
EU,2026-03-29,EU,eu,321.107,1142.5345,28.1,3519,1064.81,1624.9,560.1,12211.14,20300.94,0.01,E,28.1,GIE AGSI+ API v013
EU,2026-03-30,EU,eu,319.6875,1142.5345,27.98,3519,675.72,1953.7,1278,12221.08,20313.95,-0.12,C,27.98,GIE AGSI+ API v013
EU,2026-03-31,EU,eu,313.7922,1136.2748,27.62,3519,481.76,2517.8,2036.1,12084.33,20036.14,-0.52,E,27.62,GIE AGSI+ API v013
EU,2026-04-01,EU,eu,316.1464,1133.7278,27.89,3519,571.52,2207.4,1635.9,12226.69,20050.42,0.21,E,27.89,GIE AGSI+ API v013
EU,2026-04-02,EU,eu,315.6317,1131.9995,27.88,3519,866.79,2081.1,1214.3,12243.16,20090.78,-0.05,E,27.88,GIE AGSI+ API v013
EU,2026-04-03,EU,eu,316.2059,1131.9995,27.93,3519,1531.04,928.2,-602.9,12245.1,20087.39,0.05,E,27.93,GIE AGSI+ API v013
EU,2026-04-04,EU,eu,318.6326,1131.9995,28.15,3519,2762.3,302.5,-2459.8,12246.48,20084.96,0.21,E,28.15,GIE AGSI+ API v013
EU,2026-04-05,EU,eu,321.3078,1131.9995,28.38,3519,2897.68,280,-2617.7,12246.49,20084.95,0.24,E,28.38,GIE AGSI+ API v013
EU,2026-04-06,EU,eu,323.5249,1131.9995,28.58,3519,2559.92,350.7,-2209.2,12246.29,20085.3,0.2,E,28.58,GIE AGSI+ API v013
EU,2026-04-07,EU,eu,325.3243,1131.9859,28.74,3519,2186.04,404.9,-1781.1,12246.86,20084.29,0.16,E,28.74,GIE AGSI+ API v013
EU,2026-04-08,EU,eu,327.014,1131.9859,28.89,3519,2129.42,406.1,-1723.4,12237.75,20047.03,0.15,E,28.89,GIE AGSI+ API v013
EU,2026-04-09,EU,eu,328.539,1132.6532,29.01,3519,2133.04,543.4,-1589.6,12248.01,20082.28,0.13,E,29.01,GIE AGSI+ API v013
EU,2026-04-10,EU,eu,329.9205,1132.2303,29.14,3519,1999.48,617.5,-1382,12248.59,20081.26,0.12,E,29.14,GIE AGSI+ API v013
EU,2026-04-11,EU,eu,332.4353,1132.2303,29.36,3519,2447.48,342,-2105.5,12249.16,20080.26,0.22,E,29.36,GIE AGSI+ API v013
EU,2026-04-12,EU,eu,333.9792,1132.2303,29.5,3519,2376.85,380.6,-1996.3,12249.54,20079.61,0.14,E,29.5,GIE AGSI+ API v013
EU,2026-04-13,EU,eu,334.2243,1132.2303,29.52,3519,1668.95,1398.7,-270.2,12249.77,20079.19,0.02,E,29.52,GIE AGSI+ API v013
EU,2026-04-14,EU,eu,334.1328,1132.2303,29.51,3519,1229.74,1302.4,72.7,12251.85,20075.54,-0.01,E,29.51,GIE AGSI+ API v013
EU,2026-04-15,EU,eu,334.7714,1132.7695,29.55,3519,1573.24,917.8,-655.5,12242.02,20039.56,0.06,E,29.55,GIE AGSI+ API v013
EU,2026-04-16,EU,eu,336.4578,1132.7695,29.7,3519,2074.52,492.9,-1581.6,12252.45,20059.5,0.15,E,29.7,GIE AGSI+ API v013
EU,2026-04-17,EU,eu,338.9122,1132.7695,29.92,3519,2801.56,304.8,-2496.7,12252.43,20059.53,0.22,E,29.92,GIE AGSI+ API v013
EU,2026-04-18,EU,eu,342.0918,1132.7695,30.2,3519,3424.54,195.8,-3228.7,12252.2,20059.94,0.28,E,30.2,GIE AGSI+ API v013
EU,2026-04-19,EU,eu,345.0441,1132.7695,30.46,3519,3154.66,216.5,-2938.2,12252.14,20060.04,0.26,E,30.46,GIE AGSI+ API v013
EU,2026-04-20,EU,eu,346.7528,1132.7695,30.61,3519,2075.52,409.6,-1665.9,12252.51,20059.4,0.15,E,30.61,GIE AGSI+ API v013
EU,2026-04-21,EU,eu,347.8268,1132.7695,30.71,3519,1778.3,672.5,-1105.8,12247.45,20052.08,0.09,E,30.71,GIE AGSI+ API v013
EU,2026-04-22,EU,eu,349.1441,1132.7695,30.82,3519,1817.35,500.9,-1316.5,12242.86,20023.07,0.12,E,30.82,GIE AGSI+ API v013
EU,2026-04-23,EU,eu,350.6005,1132.7695,30.95,3519,1933.06,460.1,-1473,12252.95,20058.63,0.13,E,30.95,GIE AGSI+ API v013
EU,2026-04-24,EU,eu,353.2082,1132.5795,31.19,3519,2841.7,241.6,-2600.1,12253.15,20058.27,0.23,E,31.19,GIE AGSI+ API v013
EU,2026-04-25,EU,eu,356.4516,1132.5795,31.47,3519,3458.47,201.7,-3256.8,12252.87,20058.75,0.29,E,31.47,GIE AGSI+ API v013
EU,2026-04-26,EU,eu,359.6138,1132.5795,31.75,3519,3358.52,193.8,-3164.7,12252.73,20059.01,0.28,E,31.75,GIE AGSI+ API v013
EU,2026-04-27,EU,eu,362.1243,1132.5795,31.97,3519,2805.16,295.2,-2509.9,12252.24,20059.86,0.22,E,31.97,GIE AGSI+ API v013
EU,2026-04-28,EU,eu,365.0716,1132.5795,32.23,3519,3131.32,201.3,-2930,12251.88,20060.5,0.26,E,32.23,GIE AGSI+ API v013
EU,2026-04-29,EU,eu,367.9275,1132.5795,32.49,3519,3071.51,191,-2880.5,12240.89,20026.54,0.25,E,32.49,GIE AGSI+ API v013
EU,2026-04-30,EU,eu,370.7137,1132.5809,32.73,3519,3016.15,259,-2757.2,12228.4,20084.8,0.25,E,32.73,GIE AGSI+ API v013
EU,2026-05-01,EU,eu,374.3047,1132.1209,33.06,3519,3927.06,85.2,-3841.9,12258.14,20044.26,0.32,E,33.06,GIE AGSI+ API v013
EU,2026-05-02,EU,eu,378.4168,1132.1209,33.43,3519,4187.18,63.9,-4123.3,12250.94,20036.43,0.36,E,33.43,GIE AGSI+ API v013
EU,2026-05-03,EU,eu,382.4172,1132.1209,33.78,3519,4092.37,78.5,-4013.9,12249.86,20038.32,0.35,E,33.78,GIE AGSI+ API v013
EU,2026-05-04,EU,eu,385.5517,1132.1539,34.05,3519,3238.84,138.7,-3100.1,12249.16,20039.54,0.28,C,34.05,GIE AGSI+ API v013
EU,2026-05-05,EU,eu,387.6695,1132.1539,34.24,3519,2965.23,595.6,-2369.6,12224.94,19954.26,0.19,C,34.24,GIE AGSI+ API v013
EU,2026-05-06,EU,eu,389.2507,1132.1539,34.38,3519,2087.6,494.1,-1593.5,12225.73,19952.88,0.14,C,34.38,GIE AGSI+ API v013
EU,2026-05-07,EU,eu,390.5793,1132.1539,34.5,3519,1993.71,658.5,-1335.3,12226.34,19951.81,0.12,C,34.5,GIE AGSI+ API v013
EU,2026-05-08,EU,eu,393.1524,1132.1539,34.73,3519,2716.31,134.4,-2581.9,12251,20036.32,0.23,C,34.73,GIE AGSI+ API v013
EU,2026-05-09,EU,eu,396.5856,1131.8689,35.04,3519,3556.07,107.5,-3448.5,12250.78,20036.7,0.3,C,35.04,GIE AGSI+ API v013
EU,2026-05-10,EU,eu,400.0892,1131.8845,35.35,3519,3665.59,135.9,-3529.7,12252.54,20037.49,0.31,C,35.35,GIE AGSI+ API v013
EU,2026-05-11,EU,eu,402.5463,1131.8845,35.56,3519,2673.26,239,-2434.2,12252.3,20037.91,0.22,C,35.56,GIE AGSI+ API v013
EU,2026-05-12,EU,eu,404.1957,1131.8845,35.71,3519,2176.96,531,-1646,12252.16,20038.16,0.15,C,35.71,GIE AGSI+ API v013
EU,2026-05-13,EU,eu,405.5868,1131.8845,35.83,3519,2167.97,781.9,-1386.1,12242.63,20001.63,0.12,C,35.83,GIE AGSI+ API v013
EU,2026-05-14,EU,eu,407.3007,1131.8845,35.98,3519,2149.3,435.4,-1713.9,12253.91,20035.09,0.15,E,35.98,GIE AGSI+ API v013
EU,2026-05-15,EU,eu,409.0593,1131.8845,36.14,3519,2227.11,465.8,-1761.3,12254.28,20034.43,0.16,E,36.14,GIE AGSI+ API v013
EU,2026-05-16,EU,eu,411.3285,1131.8845,36.34,3519,2583.41,280.7,-2302.7,12253.97,20034.99,0.2,E,36.34,GIE AGSI+ API v013
EU,2026-05-17,EU,eu,413.7893,1131.8845,36.56,3519,2716.87,246.4,-2470.5,12253.76,20035.35,0.22,E,36.56,GIE AGSI+ API v013
EU,2026-05-18,EU,eu,415.6689,1131.8845,36.72,3519,2112.98,421,-1692,12253.3,20036.15,0.17,E,36.72,GIE AGSI+ API v013
EU,2026-05-19,EU,eu,417.3712,1131.8845,36.87,3519,2278.07,474.7,-1803.4,12232.81,19960.29,0.15,C,36.87,GIE AGSI+ API v013
EU,2026-05-20,EU,eu,418.6345,1131.8845,36.99,3519,1923.92,690.8,-1233.1,12241.16,19988.24,0.11,E,36.99,GIE AGSI+ API v013
EU,2026-05-21,EU,eu,420.8071,1131.8845,37.18,3519,2610.62,424.8,-2185.8,12254.69,20033.72,0.19,C,37.18,GIE AGSI+ API v013
EU,2026-05-22,EU,eu,423.8874,1131.8845,37.45,3519,3247.85,147,-3100.8,12254.73,20033.65,0.27,C,37.45,GIE AGSI+ API v013
EU,2026-05-23,EU,eu,428.1555,1131.8845,37.83,3519,4355.59,80.5,-4275.1,12253.96,20035.01,0.38,C,37.83,GIE AGSI+ API v013
EU,2026-05-24,EU,eu,432.5347,1131.8845,38.21,3519,4473.73,103.5,-4370.2,12253.44,20035.92,0.39,C,38.21,GIE AGSI+ API v013
EU,2026-05-25,EU,eu,435.8617,1131.4655,38.52,3519,3943.8,207.8,-3736,12253.26,20036.23,0.29,C,38.52,GIE AGSI+ API v013
EU,2026-05-26,EU,eu,439.2978,1131.4655,38.83,3519,3657.31,228.8,-3428.6,12252.96,20036.75,0.3,E,38.83,GIE AGSI+ API v013
EU,2026-05-27,EU,eu,442.7625,1131.4655,39.13,3519,3669.21,218.3,-3450.9,12241.68,20003.3,0.31,C,39.13,GIE AGSI+ API v013
EU,2026-05-28,EU,eu,445.9829,1131.4655,39.42,3519,3394.48,187.9,-3206.5,12251.08,20040.05,0.28,C,39.42,GIE AGSI+ API v013
EU,2026-05-29,EU,eu,449.5793,1131.4655,39.73,3519,3690.1,104.2,-3585.9,12250.94,20040.29,0.32,C,39.73,GIE AGSI+ API v013
EU,2026-05-30,EU,eu,453.5937,1131.4655,40.09,3519,4115.12,95.7,-4019.4,12249.66,20042.55,0.35,C,40.09,GIE AGSI+ API v013
EU,2026-05-31,EU,eu,457.9533,1131.4655,40.47,3519,4322.1,66.3,-4255.8,12249.4,20043,0.39,E,40.47,GIE AGSI+ API v013
EU,2026-06-01,EU,eu,461.182,1131.466,40.76,3519,3473.92,299.9,-3174,12248.95,20043.79,0.29,C,40.76,GIE AGSI+ API v013
EU,2026-06-02,EU,eu,464.1876,1131.466,41.03,3519,3316.22,311.9,-3004.3,12248.4,20044.75,0.27,C,41.03,GIE AGSI+ API v013
EU,2026-06-03,EU,eu,466.7314,1131.466,41.25,3519,3039.53,492.1,-2547.5,12236.89,20011.71,0.22,C,41.25,GIE AGSI+ API v013
EU,2026-06-04,EU,eu,469.8593,1131.466,41.53,3519,3481.02,356.1,-3124.9,12245.97,20049.01,0.28,E,41.53,GIE AGSI+ API v013
EU,2026-06-05,EU,eu,472.8126,1131.466,41.79,3519,3228.22,287,-2941.2,12249.3,20052.07,0.26,E,41.79,GIE AGSI+ API v013
EU,2026-06-06,EU,eu,476.638,1131.466,42.13,3519,4004.49,119.6,-3884.9,12248.07,20054.31,0.34,C,42.13,GIE AGSI+ API v013
EU,2026-06-07,EU,eu,480.6597,1131.466,42.48,3519,4108.31,83,-4025.3,12246.35,20057.47,0.36,C,42.48,GIE AGSI+ API v013
EU,2026-06-08,EU,eu,484.1784,1131.466,42.79,3519,3643.99,119.2,-3524.7,12244.61,20060.64,0.31,E,42.79,GIE AGSI+ API v013
EU,2026-06-09,EU,eu,487.5966,1131.466,43.09,3519,3600.16,190.8,-3409.4,12243.6,20062.56,0.3,C,43.09,GIE AGSI+ API v013
EU,2026-06-10,EU,eu,490.5758,1131.466,43.36,3519,3251.59,286.4,-2965.2,12242.47,20064.76,0.26,E,43.36,GIE AGSI+ API v013
EU,2026-06-11,EU,eu,493.2224,1131.466,43.59,3519,3047.67,384,-2663.6,12241.88,20066,0.23,E,43.59,GIE AGSI+ API v013
EU,2026-06-12,EU,eu,496.7879,1131.466,43.91,3519,3763,91.4,-3671.6,12241.38,20066.95,0.32,E,43.91,GIE AGSI+ API v013
EU,2026-06-13,EU,eu,501.2414,1130.511,44.34,3519,4560.11,88.8,-4471.3,12235.17,20068.8,0.39,C,44.34,GIE AGSI+ API v013
EU,2026-06-14,EU,eu,505.5305,1130.511,44.72,3519,4432.88,133.5,-4299.4,12233.76,20071.22,0.38,C,44.72,GIE AGSI+ API v013
EU,2026-06-15,EU,eu,509.0319,1130.511,45.03,3519,3716.51,195.8,-3520.7,12232.62,20073.18,0.31,C,45.03,GIE AGSI+ API v013
EU,2026-06-16,EU,eu,512.0382,1130.511,45.29,3519,3256.99,245.8,-3011.2,12237.35,20073.83,0.27,C,45.29,GIE AGSI+ API v013
EU,2026-06-17,EU,eu,515.0694,1130.511,45.56,3519,3239.72,190.4,-3049.4,12227.67,20037.54,0.27,E,45.56,GIE AGSI+ API v013
EU,2026-06-18,EU,eu,517.9737,1130.511,45.82,3519,3082.95,187.5,-2895.5,12237.28,20073.87,0.26,E,45.82,GIE AGSI+ API v013
EU,2026-06-19,EU,eu,521.1504,1130.511,46.1,3519,3339.93,154.7,-3185.2,12236.92,20074.48,0.28,E,46.1,GIE AGSI+ API v013
EU,2026-06-20,EU,eu,524.6595,1130.511,46.41,3519,3712.52,206.3,-3506.2,12235.79,20076.39,0.31,E,46.41,GIE AGSI+ API v013
EU,2026-06-21,EU,eu,528.2316,1130.511,46.73,3519,3792.04,205.2,-3586.8,12235.03,20077.72,0.32,E,46.73,GIE AGSI+ API v013
EU,2026-06-22,EU,eu,531.0819,1130.511,46.98,3519,3167.62,329.7,-2837.9,12234.12,20079.29,0.25,E,46.98,GIE AGSI+ API v013
EU,2026-06-23,EU,eu,533.6942,1130.511,47.21,3519,2885.72,349.4,-2536.3,12233.38,20080.58,0.23,C,47.21,GIE AGSI+ API v013
EU,2026-06-24,EU,eu,536.2717,1130.511,47.44,3519,2880.25,288.3,-2591.9,12229.48,20054.63,0.23,E,47.44,GIE AGSI+ API v013
EU,2026-06-25,EU,eu,539.2212,1130.511,47.7,3519,3288.48,330.4,-2958.1,12238.75,20091.58,0.26,C,47.7,GIE AGSI+ API v013
EU,2026-06-26,EU,eu,542.3963,1130.511,47.98,3519,3468.71,280.4,-3188.3,12237.33,20093.99,0.28,C,47.98,GIE AGSI+ API v013
EU,2026-06-27,EU,eu,546.124,1130.511,48.31,3519,3916.41,181.6,-3734.8,12235.45,20097.23,0.33,C,48.31,GIE AGSI+ API v013
EU,2026-06-28,EU,eu,549.799,1130.511,48.63,3519,3878.11,191.3,-3686.9,12233.77,20100.12,0.33,E,48.63,GIE AGSI+ API v013
EU,2026-06-29,EU,eu,552.5008,1130.511,48.87,3519,3112.67,391.8,-2720.9,12232.78,20101.8,0.24,C,48.87,GIE AGSI+ API v013
EU,2026-06-30,EU,eu,554.9414,1130.511,49.09,3519,2781.59,276.9,-2504.6,12232.37,20102.47,0.22,C,49.09,GIE AGSI+ API v013
EU,2026-07-01,EU,eu,556.6702,1130.511,49.24,3519,3008.37,525.8,-2482.6,12239.92,19987.81,0.15,C,49.24,GIE AGSI+ API v013
EU,2026-07-02,EU,eu,559.2831,1130.511,49.47,3519,3014.3,390.5,-2623.8,12249.89,20023.56,0.23,E,49.47,GIE AGSI+ API v013
EU,2026-07-03,EU,eu,562.1155,1130.511,49.72,3519,3226.87,383.4,-2843.5,12244.91,20014.37,0.25,E,49.72,GIE AGSI+ API v013
EU,2026-07-04,EU,eu,565.7769,1130.511,50.05,3519,3881.76,192.5,-3689.3,12250.38,20022.62,0.32,C,50.05,GIE AGSI+ API v013
EU,2026-07-05,EU,eu,569.421,1130.511,50.37,3519,3877.6,220.5,-3657.1,12249.68,20023.83,0.32,E,50.37,GIE AGSI+ API v013
EU,2026-07-06,EU,eu,572.4739,1130.511,50.64,3519,3358.93,299.8,-3059.1,12249.01,20024.96,0.27,C,50.64,GIE AGSI+ API v013
EU,2026-07-07,EU,eu,575.3398,1130.511,50.89,3519,3192.82,328.6,-2864.2,12248.71,20025.46,0.25,C,50.89,GIE AGSI+ API v013
EU,2026-07-08,EU,eu,577.8106,1130.511,51.11,3519,2985.63,499.2,-2486.4,12238.48,19990.16,0.22,C,51.11,GIE AGSI+ API v013
EU,2026-07-09,EU,eu,580.1705,1130.511,51.32,3519,2930.86,577.5,-2353.4,12248.52,20025.79,0.21,E,51.32,GIE AGSI+ API v013
EU,2026-07-10,EU,eu,582.571,1130.511,51.53,3519,2880.07,434.6,-2445.5,12248.87,20025.15,0.21,C,51.53,GIE AGSI+ API v013
EU,2026-07-11,EU,eu,586.4149,1130.511,51.87,3519,4054.6,207.9,-3846.7,12248.93,20025.06,0.34,C,51.87,GIE AGSI+ API v013
EU,2026-07-12,EU,eu,590.548,1130.511,52.24,3519,4335.33,206.6,-4128.7,12247.64,20027.28,0.37,C,52.24,GIE AGSI+ API v013
EU,2026-07-13,EU,eu,593.7829,1130.511,52.52,3519,3516.85,292.4,-3224.5,12245.76,20030.64,0.29,C,52.52,GIE AGSI+ API v013
EU,2026-07-14,EU,eu,596.5946,1130.511,52.77,3519,3169.01,334.9,-2834.1,12245.03,20031.95,0.25,E,52.77,GIE AGSI+ API v013
EU,2026-07-15,EU,eu,598.9921,1130.2074,53,3519,2752.82,364.7,-2388.2,12240.6,19983.7,0.21,C,53,GIE AGSI+ API v013
EU,2026-07-16,EU,eu,600.7487,1130.2074,53.15,3519,2460.24,709,-1751.2,12250.47,20019.62,0.16,C,53.15,GIE AGSI+ API v013
EU,2026-07-17,EU,eu,603.1376,1130.2074,53.37,3519,2856.63,463.3,-2393.4,12251.15,20018.43,0.21,C,53.37,GIE AGSI+ API v013
EU,2026-07-18,EU,eu,606.6223,1130.2074,53.67,3519,3678.55,158.7,-3519.9,12251.53,20017.76,0.31,E,53.67,GIE AGSI+ API v013
EU,2026-07-19,EU,eu,610.2786,1130.2074,54,3519,3781.37,138.1,-3643.3,12251.36,20018.03,0.32,C,54,GIE AGSI+ API v013
EU,2026-07-20,EU,eu,612.6155,1130.2074,54.2,3519,2786.84,455.4,-2331.4,12251.08,20018.49,0.21,C,54.2,GIE AGSI+ API v013
EU,2026-07-21,EU,eu,614.6211,1130.2074,54.38,3519,2718.46,714.2,-2004.2,12251.18,20018.28,0.18,C,54.38,GIE AGSI+ API v013
EU,2026-07-22,EU,eu,617.1719,1130.2074,54.61,3519,2862.77,305.1,-2557.7,12241.67,19981.7,0.23,C,54.61,GIE AGSI+ API v013
EU,2026-07-23,EU,eu,619.5889,1130.2074,54.82,3519,2814.6,369.1,-2445.5,12251.55,20017.63,0.21,E,54.82,GIE AGSI+ API v013
EU,2026-07-24,EU,eu,622.3399,1130.2074,55.06,3519,3090.95,320.9,-2770.1,12251.82,20017.17,0.24,E,55.06,GIE AGSI+ API v013
EU,2026-07-25,EU,eu,625.5556,1130.2074,55.35,3519,3588.19,363.9,-3224.3,12251.92,20017.01,0.28,E,55.35,GIE AGSI+ API v013
EU,2026-07-26,EU,eu,629.1436,1130.2074,55.67,3519,3729.04,191.4,-3537.6,12251.55,20017.72,0.32,C,55.67,GIE AGSI+ API v013
EU,2026-07-27,EU,eu,631.9309,1130.2074,55.91,3519,3073.62,283.8,-2789.8,12251.38,20018.06,0.25,C,55.91,GIE AGSI+ API v013
EU,2026-07-28,EU,eu,634.6105,1130.2074,56.15,3519,2930.2,255,-2675.2,12251.35,20018.09,0.24,C,56.15,GIE AGSI+ API v013
EU,2026-07-29,EU,eu,637.3729,1130.2074,56.39,3519,3010.38,256.3,-2754,12241.49,19982.19,0.24,C,56.39,GIE AGSI+ API v013
EU,2026-07-30,EU,eu,640.0543,1130.2074,56.63,3519,2901.34,217.9,-2683.4,12251.27,20018.27,0.24,E,56.63,GIE AGSI+ API v013
EU,2026-07-31,EU,eu,642.6029,1130.2074,56.86,3519,3126.32,388,-2738.4,12251.46,20017.94,0.23,C,56.86,GIE AGSI+ API v013
EU,2026-08-01,EU,eu,645.1988,1130.2074,57.09,3519,3582.72,525.7,-3057,12251.87,20017.25,0.23,C,57.09,GIE AGSI+ API v013
EU,2026-08-02,EU,eu,648.8458,1130.2074,57.41,3519,3789.76,141.2,-3648.5,12251.92,20017.21,0.32,C,57.41,GIE AGSI+ API v013
EU,2026-08-03,EU,eu,651.4473,1130.2074,57.64,3519,2878.08,293.2,-2584.9,12251.83,20017.34,0.23,C,57.64,GIE AGSI+ API v013
EU,2026-08-04,EU,eu,653.79,1130.2074,57.85,3519,2677.38,340.8,-2336.6,12246.14,20018.25,0.21,C,57.85,GIE AGSI+ API v013
EU,2026-08-05,EU,eu,656.3634,1130.2074,58.07,3519,2893.4,320.9,-2572.5,12235.48,19983.67,0.23,C,58.07,GIE AGSI+ API v013
EU,2026-08-06,EU,eu,658.9031,1130.2074,58.3,3519,2944.9,391.1,-2553.8,12244.87,20020.48,0.22,C,58.3,GIE AGSI+ API v013
EU,2026-08-07,EU,eu,661.5049,1130.2074,58.53,3519,2978.7,359.6,-2619.1,12244.93,20020.39,0.23,E,58.53,GIE AGSI+ API v013
EU,2026-08-08,EU,eu,664.7383,1130.2074,58.82,3519,3440.76,191.3,-3249.5,12244.78,20020.63,0.29,C,58.82,GIE AGSI+ API v013
EU,2026-08-09,EU,eu,667.9812,1130.2074,59.1,3519,3424.21,168.3,-3255.9,12244.13,20021.77,0.29,C,59.1,GIE AGSI+ API v013
EU,2026-08-10,EU,eu,671.0609,1130.2074,59.38,3519,3280.15,188.1,-3092,12243.4,19937.35,0.27,C,59.38,GIE AGSI+ API v013
EU,2026-08-11,EU,eu,674.0005,1130.2074,59.64,3519,3202.95,251,-2951.9,12243.02,19938.02,0.26,C,59.64,GIE AGSI+ API v013
EU,2026-08-12,EU,eu,676.9818,1130.2074,59.9,3519,3221.44,248.2,-2973.3,12232.88,19938.26,0.26,C,59.9,GIE AGSI+ API v013
EU,2026-08-13,EU,eu,679.9655,1130.2074,60.16,3519,3186.89,253.5,-2933.4,12242.58,19938.77,0.26,E,60.16,GIE AGSI+ API v013
EU,2026-08-14,EU,eu,683.1045,1130.2094,60.44,3519,3327.74,289.4,-3038.3,12243.03,19955.88,0.28,E,60.44,GIE AGSI+ API v013
EU,2026-08-15,EU,eu,687.1051,1130.2094,60.79,3519,3771.99,227.3,-3544.6,12242.42,20025,0.35,C,60.79,GIE AGSI+ API v013
EU,2026-08-16,EU,eu,690.882,1130.2094,61.13,3519,3902.71,188.9,-3713.9,12242,20025.93,0.33,C,61.13,GIE AGSI+ API v013
EU,2026-08-17,EU,eu,693.6326,1130.2094,61.37,3519,3178.2,422.7,-2755.5,12242.11,20025.74,0.24,C,61.37,GIE AGSI+ API v013
EU,2026-08-18,EU,eu,696.2681,1130.2094,61.61,3519,3015.31,456.8,-2558.5,12242.27,20025.52,0.23,E,61.61,GIE AGSI+ API v013
